S/N,AMOUNT,ITEM,??,UNIX TIMESTAMP,STATUS,PAYMENT REF,SESSION,,PRINT STATUS,LEVEL,??
13548,25000,CERT,1,1662640245,successful,J7D21FKB0,2021/2022,nil,UNPRINTED,HND,NIL
13547,25000,CERT,1,1662640164,successful,AUTM8V60C,2021/2022,nil,UNPRINTED,HND,NIL
13549,25000,CERT,1,1662640277,successful,K1045HJQ0,2021/2022,nil,PRINTED,ND,NIL
13550,25000,CERT,1,1662641469,successful,RWHCEU49S,2021/2022,nil,PRINTED,ND,NIL
13551,25000,CERT,1,1662642019,successful,8BDE0KCPV,2021/2022,nil,PRINTED,HND,NIL
13552,10000,TRANS,1,1662642317,successful,UD6FV1TSB,2021/2022,nil,PRINTED,HND,NIL
13553,10000,TRANS,1,1662643406,successful,B9H1GCJ75,2021/2022,nil,PRINTED,HND,YES
13554,25000,CERT,1,1662643438,successful,MQFGT71C4,2021/2022,nil,PRINTED,ND,NIL
13858,25000,CERT,1,1663328994,successful,GPCVTFNSM,2021/2022,nil,PRINTED,ND,YES
13555,25000,CERT,1,1662644703,successful,CWD729UR6,2021/2022,nil,PRINTED,HND,NIL
13556,25000,CERT,1,1662660641,successful,U0T8JP7QM,2021/2022,nil,PRINTED,ND,YES
13557,25000,CERT,1,1662660809,successful,A9D6KRQSV,2021/2022,nil,UNPRINTED,ND,NIL
13558,25000,CERT,1,1662660953,successful,A9D6KRQSV,2021/2022,nil,UNPRINTED,ND,NIL
13559,25000,CERT,1,1662663918,successful,1VCK49QJA,2021/2022,nil,PRINTED,HND,YES
13560,25000,CERT,1,1662666406,failed,746GF9MK0,2021/2022,nil,UNPRINTED,ND,NIL
13561,25000,CERT,1,1662668261,successful,HE2FU6JWG,2021/2022,nil,PRINTED,ND,NIL
13562,25000,CERT,1,1662684034,successful,VA8JS9BCH,2021/2022,nil,PRINTED,HND,NIL
13563,25000,CERT,1,1662707909,successful,86U0AS10B,2021/2022,nil,PRINTED,ND,NIL
13564,25000,CERT,1,1662711030,successful,42A5DSVMU,2021/2022,nil,PRINTED,ND,YES
13565,25000,CERT,1,1662711668,successful,N9T670WSH,2021/2022,nil,PRINTED,ND,YES
13566,25000,CERT,1,1662712498,successful,6DHGP28WU,2021/2022,nil,PRINTED,ND,YES
13567,25000,CERT,1,1662713108,successful,CG0E1SF64,2021/2022,nil,PRINTED,ND,YES
13568,25000,CERT,1,1662713878,successful,UVRK47N2M,2021/2022,nil,PRINTED,ND,YES
13569,10000,TRANS,1,1662714192,failed,P6FNAJ9G8,2021/2022,nil,UNPRINTED,ND,NIL
13570,25000,CERT,1,1662716438,successful,FBRAUV4HJ,2021/2022,nil,UNPRINTED,ND,NIL
13571,25000,CERT,1,1662716763,successful,FBRAUV4HJ,2021/2022,nil,UNPRINTED,ND,NIL
13572,25000,CERT,1,1662716865,successful,D4TPWUAM0,2021/2022,nil,UNPRINTED,ND,NIL
13573,25000,CERT,1,1662717350,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13574,25000,CERT,1,1662717363,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13575,25000,CERT,1,1662717371,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13576,25000,CERT,1,1662717375,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13577,25000,CERT,1,1662717384,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13578,25000,CERT,1,1662717388,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13579,25000,CERT,1,1662717397,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13580,25000,CERT,1,1662717408,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13581,25000,CERT,1,1662717439,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13582,25000,CERT,1,1662717497,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13583,25000,CERT,1,1662717525,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13584,25000,CERT,1,1662717564,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13585,25000,CERT,1,1662717577,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13586,25000,CERT,1,1662717630,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13587,25000,CERT,1,1662717633,successful,0BAUPW70J,2021/2022,nil,UNPRINTED,ND,NIL
13588,25000,CERT,1,1662720353,successful,476HMSU0E,2021/2022,nil,PRINTED,ND,YES
13589,25000,CERT,1,1662721940,successful,C6KPNTM85,2021/2022,nil,PRINTED,ND,NIL
13590,25000,CERT,1,1662724562,successful,CK4UT0W96,2021/2022,nil,PRINTED,HND,NIL
13591,25000,CERT,1,1662725489,successful,27WKM0SRN,2021/2022,nil,PRINTED,ND,YES
13592,25000,CERT,1,1662726350,successful,BC6FK4TM0,2021/2022,nil,PRINTED,ND,NIL
13593,25000,CERT,1,1662727075,successful,S492WRFCT,2021/2022,nil,PRINTED,ND,NIL
13594,25000,CERT,1,1662730807,successful,SPAE6HNVD,2021/2022,nil,PRINTED,ND,NIL
13597,25000,CERT,1,1662731739,successful,0W2B4EGVH,2021/2022,nil,PRINTED,HND,NIL
13595,25000,CERT,1,1662730977,successful,ATJRE6FWB,2021/2022,nil,UNPRINTED,ND,NIL
13596,25000,CERT,1,1662731020,successful,5VBKUA4FN,2021/2022,nil,UNPRINTED,ND,NIL
13598,25000,CERT,1,1662734070,successful,E71QSRPD2,2021/2022,nil,PRINTED,HND,NIL
13599,25000,CERT,1,1663180413,successful,SFTPD10V9,2021/2022,nil,PRINTED,ND,NIL
13600,10000,TRANS,1,1665567171,successful,PMHW2DVRT,2021/2022,nil,PRINTED,ND,NIL
13601,25000,CERT,1,1662741387,successful,J9CP4MQFH,2021/2022,nil,UNPRINTED,ND,NIL
13602,25000,CERT,1,1662742315,successful,8UKB02S1F,2021/2022,nil,UNPRINTED,ND,NIL
13603,10000,TRANS,1,1662748031,failed,TVKE60DS0,2021/2022,nil,UNPRINTED,HND,NIL
13604,25000,CERT,1,1662756215,successful,7G106HEN4,2021/2022,nil,PRINTED,ND,NIL
13605,25000,CERT,1,1662763607,successful,MJGAHUS15,2021/2022,nil,PRINTED,HND,NIL
13606,10000,TRANS,1,1662796577,failed,0A9TWFVGS,2021/2022,nil,UNPRINTED,ND,NIL
13607,25000,CERT,1,1662822562,successful,0HNKQE9P1,2021/2022,nil,PRINTED,ND,YES
13657,25000,CERT,1,1662971331,successful,71G2N4JTM,2021/2022,nil,PRINTED,ND,NIL
13608,25000,CERT,1,1662825051,successful,7V6T12HFE,2021/2022,nil,PRINTED,HND,NIL
13609,25000,CERT,1,1662827019,failed,F4GMVCQT9,2021/2022,nil,UNPRINTED,HND,NIL
13610,25000,CERT,1,1662831362,failed,F4GMVCQT9,2021/2022,nil,UNPRINTED,HND,NIL
13611,25000,CERT,1,1662831364,failed,F4GMVCQT9,2021/2022,nil,UNPRINTED,HND,NIL
13612,25000,CERT,1,1662831366,failed,F4GMVCQT9,2021/2022,nil,UNPRINTED,HND,NIL
13613,25000,CERT,1,1662831367,failed,F4GMVCQT9,2021/2022,nil,UNPRINTED,HND,NIL
13614,25000,CERT,1,1662831391,failed,G21NS8D5P,2021/2022,nil,UNPRINTED,HND,NIL
13615,25000,CERT,1,1662831394,failed,G21NS8D5P,2021/2022,nil,UNPRINTED,HND,NIL
13616,25000,CERT,1,1662831395,failed,G21NS8D5P,2021/2022,nil,UNPRINTED,HND,NIL
13617,25000,CERT,1,1662831396,failed,G21NS8D5P,2021/2022,nil,UNPRINTED,HND,NIL
13618,25000,CERT,1,1662831397,failed,G21NS8D5P,2021/2022,nil,UNPRINTED,HND,NIL
13619,25000,CERT,1,1662831398,failed,G21NS8D5P,2021/2022,nil,UNPRINTED,HND,NIL
13620,25000,CERT,1,1662831452,failed,G21NS8D5P,2021/2022,nil,UNPRINTED,HND,NIL
13621,25000,CERT,1,1662831457,failed,G21NS8D5P,2021/2022,nil,UNPRINTED,HND,NIL
13622,10000,TRANS,1,1662831474,failed,1RVUWFSJK,2021/2022,nil,UNPRINTED,ND,NIL
13623,25000,CERT,1,1662831497,failed,QSDTMB0AP,2021/2022,nil,UNPRINTED,HND,NIL
13624,25000,CERT,1,1662831500,failed,QSDTMB0AP,2021/2022,nil,UNPRINTED,HND,NIL
13625,25000,CERT,1,1662831506,failed,QSDTMB0AP,2021/2022,nil,UNPRINTED,HND,NIL
13626,25000,CERT,1,1662831509,failed,QSDTMB0AP,2021/2022,nil,UNPRINTED,HND,NIL
13627,25000,CERT,1,1662831510,failed,QSDTMB0AP,2021/2022,nil,UNPRINTED,HND,NIL
13628,25000,CERT,1,1662831558,failed,NVTWGB0RK,2021/2022,nil,UNPRINTED,HND,NIL
13629,25000,CERT,1,1662831561,failed,NVTWGB0RK,2021/2022,nil,UNPRINTED,HND,NIL
13630,25000,CERT,1,1662831750,failed,NVTWGB0RK,2021/2022,nil,UNPRINTED,HND,NIL
13631,25000,CERT,1,1662831751,failed,NVTWGB0RK,2021/2022,nil,UNPRINTED,HND,NIL
13632,25000,CERT,1,1662831751,failed,NVTWGB0RK,2021/2022,nil,UNPRINTED,HND,NIL
13633,25000,CERT,1,1662831805,failed,8FMDN692J,2021/2022,nil,UNPRINTED,HND,NIL
13634,25000,CERT,1,1662831808,failed,8FMDN692J,2021/2022,nil,UNPRINTED,HND,NIL
13635,25000,CERT,1,1662831831,failed,8A0M6JR0F,2021/2022,nil,UNPRINTED,HND,NIL
13636,25000,CERT,1,1662831833,failed,8A0M6JR0F,2021/2022,nil,UNPRINTED,HND,NIL
13637,25000,CERT,1,1662831836,failed,8A0M6JR0F,2021/2022,nil,UNPRINTED,HND,NIL
13638,25000,CERT,1,1662831836,failed,8A0M6JR0F,2021/2022,nil,UNPRINTED,HND,NIL
13639,25000,CERT,1,1662832557,successful,GD6QBJ524,2021/2022,nil,PRINTED,HND,NIL
13683,25000,CERT,1,1662983263,successful,D7QTP409M,2021/2022,nil,PRINTED,HND,NIL
13640,25000,CERT,1,1662833126,successful,GD6QBJ524,2021/2022,nil,UNPRINTED,ND,YES
13641,20000,TRANS,2,1662850005,failed,7CSM21KVH,2021/2022,nil,UNPRINTED,HND,NIL
13642,10000,TRANS,1,1662877530,failed,DEFC0N48P,2021/2022,nil,UNPRINTED,ND,NIL
13643,25000,CERT,1,1662891077,successful,2AQMU5BWK,2021/2022,nil,UNPRINTED,ND,YES
13644,25000,CERT,1,1662896688,successful,VFBNSM6RG,2021/2022,nil,PRINTED,HND,YES
13645,25000,CERT,1,1662898080,successful,PFDQMB8AG,2021/2022,nil,PRINTED,HND,YES
13646,25000,CERT,1,1662905792,successful,CPQHAKVRE,2021/2022,nil,PRINTED,HND,NIL
13647,25000,CERT,1,1662910479,successful,F7TV165BC,2021/2022,nil,PRINTED,HND,NIL
13652,25000,CERT,1,1662930761,successful,G8B7H0UCA,2021/2022,nil,PRINTED,HND,NIL
13648,25000,CERT,1,1662920727,successful,RW0M0UVPF,2021/2022,nil,PRINTED,ND,NIL
13651,25000,CERT,1,1662924115,successful,6V70WUFM9,2021/2022,nil,PRINTED,ND,YES
13649,25000,CERT,1,1662920838,failed,8VNU2B0S6,2021/2022,nil,UNPRINTED,ND,NIL
13650,25000,CERT,1,1662921518,successful,JQ18BT5NF,2021/2022,nil,PRINTED,ND,YES
13653,25000,CERT,1,1669904903,failed,28M649VS0,2021/2022,nil,UNPRINTED,ND,NIL
13654,25000,CERT,1,1662969016,successful,SHJ56TF0R,2021/2022,nil,PRINTED,ND,NIL
13655,25000,CERT,1,1662969733,successful,QE0WT4D7B,2021/2022,nil,PRINTED,ND,NIL
13656,25000,CERT,1,1662969912,successful,5G29KDUH6,2021/2022,nil,PRINTED,HND,NIL
13658,25000,CERT,1,1662973627,successful,K2D7E58NU,2021/2022,nil,PRINTED,HND,YES
13659,25000,CERT,1,1662973748,successful,5J0QHMA1S,2021/2022,nil,PRINTED,HND,NIL
13660,25000,CERT,1,1662974371,successful,J416QT2N5,2021/2022,nil,UNPRINTED,HND,YES
13661,25000,CERT,1,1662975701,successful,QJFSP01DA,2021/2022,nil,PRINTED,HND,NIL
13662,25000,CERT,1,1662975815,successful,209W5QTHG,2021/2022,nil,PRINTED,ND,NIL
13663,25000,CERT,1,1662976219,successful,570UMAVQ4,2021/2022,nil,PRINTED,HND,NIL
13666,25000,CERT,1,1662977413,successful,R79500ASV,2021/2022,nil,PRINTED,HND,YES
13664,25000,CERT,1,1662976333,successful,C89QSMAGN,2021/2022,nil,PRINTED,ND,NIL
13665,25000,CERT,1,1662976649,successful,TP69D042C,2021/2022,nil,PRINTED,HND,NIL
13667,25000,CERT,1,1662977480,successful,WVUD19700,2021/2022,nil,PRINTED,ND,YES
13668,25000,CERT,1,1662977979,failed,RJ5T0DMWS,2021/2022,nil,UNPRINTED,ND,NIL
13669,25000,CERT,1,1662978640,successful,WJG501E2T,2021/2022,nil,PRINTED,HND,NIL
13670,25000,CERT,1,1662979515,successful,Q5WHPDBR0,2021/2022,nil,PRINTED,HND,NIL
13671,25000,CERT,1,1662979849,successful,R9DAHMP1U,2021/2022,nil,PRINTED,ND,NIL
13672,25000,CERT,1,1662979886,successful,PB0JCW26U,2021/2022,nil,PRINTED,HND,NIL
13673,25000,CERT,1,1662981638,successful,0DBA8R0KP,2021/2022,nil,PRINTED,ND,NIL
13674,25000,CERT,1,1662980995,successful,0K2GWVPCE,2021/2022,nil,PRINTED,ND,YES
13675,25000,CERT,1,1662981071,successful,UMWKN0DQB,2021/2022,nil,UNPRINTED,ND,NIL
13676,25000,CERT,1,1662981250,successful,UMWKN0DQB,2021/2022,nil,UNPRINTED,ND,NIL
13677,10000,TRANS,1,1662981299,successful,RSW5C6MD0,2021/2022,nil,PRINTED,HND,YES
13678,25000,CERT,1,1662981345,successful,QBH5DEV9S,2021/2022,nil,PRINTED,ND,YES
13679,25000,CERT,1,1662981354,successful,NGF5AC04M,2021/2022,nil,UNPRINTED,ND,NIL
13682,25000,CERT,1,1662982281,successful,NGF5AC04M,2021/2022,nil,UNPRINTED,HND,YES
13680,10000,TRANS,1,1662981845,successful,J8G6RF5NM,2021/2022,nil,PRINTED,ND,NIL
13681,25000,CERT,1,1662981957,successful,AU6TVRB5Q,2021/2022,nil,UNPRINTED,HND,NIL
13684,25000,CERT,1,1662984103,successful,ABJMT70RN,2021/2022,nil,PRINTED,ND,YES
13685,25000,CERT,1,1662983891,successful,SM0H5148G,2021/2022,nil,PRINTED,ND,YES
13686,25000,CERT,1,1662984218,successful,RGJB6VM82,2021/2022,nil,PRINTED,ND,YES
13687,25000,CERT,1,1662984579,successful,Q8WHKD02F,2021/2022,nil,PRINTED,HND,YES
13688,25000,CERT,1,1662987113,successful,KHMAGJ60U,2021/2022,nil,PRINTED,ND,NIL
13690,25000,CERT,1,1662987747,failed,JPK9UH80A,2021/2022,nil,UNPRINTED,ND,NIL
13689,10000,TRANS,1,1662987481,successful,085UGKFCD,2021/2022,nil,PRINTED,HND,YES
13691,10000,TRANS,1,1662988053,successful,4E5N7QKTH,2021/2022,nil,PRINTED,ND,YES
13692,25000,CERT,1,1662988897,successful,REDT0N0J9,2021/2022,nil,PRINTED,ND,YES
13693,25000,CERT,1,1662989235,successful,GK5R62JS0,2021/2022,nil,PRINTED,ND,NIL
13694,25000,CERT,1,1662991235,successful,5GR1ABFPE,2021/2022,nil,UNPRINTED,HND,NIL
13695,25000,CERT,1,1662991242,successful,5GR1ABFPE,2021/2022,nil,UNPRINTED,HND,NIL
13696,25000,CERT,1,1662991277,successful,KQW6HG7PM,2021/2022,nil,UNPRINTED,HND,NIL
13697,25000,CERT,1,1662991553,successful,KQW6HG7PM,2021/2022,nil,UNPRINTED,HND,YES
13698,10000,TRANS,1,1662992156,successful,PK0EV259T,2021/2022,nil,PRINTED,ND,YES
13699,10000,TRANS,1,1662992937,successful,P06MDENT9,2021/2022,nil,PRINTED,ND,NIL
13700,10000,TRANS,1,1662993897,successful,9A2TE57PR,2021/2022,nil,PRINTED,HND,NIL
13701,25000,CERT,1,1662993642,successful,7USAM0FK1,2021/2022,nil,PRINTED,ND,NIL
13702,25000,CERT,1,1662994288,successful,01JM05F7Q,2021/2022,nil,PRINTED,ND,NIL
13703,25000,CERT,1,1662998297,successful,ARTSEUB89,2021/2022,nil,PRINTED,ND,NIL
13704,25000,CERT,1,1662998291,successful,W94ECDJ00,2021/2022,nil,PRINTED,ND,YES
13705,10000,TRANS,1,1662998369,successful,QF026JN5C,2021/2022,nil,PRINTED,HND,NIL
13706,25000,CERT,1,1663001006,failed,R4AUMWENH,2021/2022,nil,UNPRINTED,ND,NIL
13707,10000,TRANS,1,1662998757,successful,N7MGCUF60,2021/2022,nil,PRINTED,ND,NIL
13708,25000,CERT,1,1663000818,successful,2TKH8UJ19,2021/2022,nil,PRINTED,HND,NIL
13709,25000,CERT,1,1663001772,successful,268WGNVC9,2021/2022,nil,PRINTED,ND,NIL
13710,25000,CERT,1,1663008570,failed,TE1P5CWAU,2021/2022,nil,UNPRINTED,ND,NIL
13711,25000,CERT,1,1663008211,successful,1V8SUEMRT,2021/2022,nil,PRINTED,HND,NIL
13712,25000,CERT,1,1663018963,successful,254S1PTQD,2021/2022,nil,PRINTED,ND,NIL
13713,25000,CERT,1,1663023537,successful,FDJK0N9GH,2021/2022,nil,PRINTED,HND,NIL
13714,25000,CERT,1,1663014948,successful,KM8520RQ0,2021/2022,nil,PRINTED,ND,NIL
13715,25000,CERT,1,1663017448,successful,CH6D4FV8E,2021/2022,nil,PRINTED,ND,NIL
13716,25000,CERT,1,1663018235,successful,GRFK7U6PM,2021/2022,nil,PRINTED,ND,NIL
13717,10000,TRANS,1,1663019118,successful,4E51PDABU,2021/2022,nil,PRINTED,ND,NIL
13718,25000,CERT,1,1663021627,failed,A0T8QCVHM,2021/2022,nil,UNPRINTED,HND,NIL
13719,25000,CERT,1,1663048858,successful,B0HQ4M18W,2021/2022,nil,PRINTED,HND,NIL
13720,10000,TRANS,1,1663050265,successful,BRSQ64MU0,2021/2022,nil,PRINTED,HND,NIL
13721,25000,CERT,1,1663050322,successful,A9PV2RDCT,2021/2022,nil,PRINTED,HND,NIL
13722,25000,CERT,1,1675842671,failed,7860U0Q15,2021/2022,nil,UNPRINTED,ND,NIL
13723,25000,CERT,1,1663051039,failed,M0GU9WN2S,2021/2022,nil,UNPRINTED,ND,NIL
13724,25000,CERT,1,1663051350,successful,6BKFDASP2,2021/2022,nil,UNPRINTED,ND,NIL
13725,25000,CERT,1,1663056795,successful,V2BHN7PKE,2021/2022,nil,PRINTED,ND,NIL
13726,25000,CERT,1,1663055850,successful,4P6G00J58,2021/2022,nil,PRINTED,ND,NIL
13727,25000,CERT,1,1663057975,successful,CKB8GMQNW,2021/2022,nil,PRINTED,ND,NIL
13728,25000,CERT,1,1663141248,failed,6MBPTRV84,2021/2022,nil,UNPRINTED,ND,NIL
13729,10000,TRANS,1,1663058650,successful,TP0A7HKN0,2021/2022,nil,PRINTED,HND,NIL
13730,25000,CERT,1,1663142402,failed,M6DK2NT4H,2021/2022,nil,UNPRINTED,ND,NIL
13731,10000,TRANS,1,1663059367,successful,T100QP4V2,2021/2022,nil,PRINTED,ND,YES
13732,25000,CERT,1,1663059739,successful,ERB4QNT08,2021/2022,nil,PRINTED,ND,NIL
13733,10000,TRANS,1,1663060236,successful,5726GADMS,2021/2022,nil,PRINTED,ND,NIL
13734,25000,CERT,1,1663059842,successful,WC5F089P2,2021/2022,nil,PRINTED,HND,NIL
13735,10000,TRANS,4,1663066679,successful,B9SRFP506,2021/2022,nil,PRINTED,ND,YES
13736,25000,CERT,1,1663060909,successful,6DWVBN5RK,2021/2022,nil,PRINTED,ND,YES
13737,10000,TRANS,1,1663062428,successful,42VTFBC1M,2021/2022,nil,PRINTED,ND,YES
13738,25000,CERT,1,1663062129,successful,K86S0VQN2,2021/2022,nil,PRINTED,ND,YES
13739,25000,CERT,1,1664360819,successful,4UEGK5DW0,2021/2022,nil,UNPRINTED,ND,YES
13740,25000,CERT,1,1663062466,successful,K10M9QHV4,2021/2022,nil,PRINTED,ND,YES
13741,25000,CERT,1,1663063623,successful,VHB9RM0EG,2021/2022,nil,PRINTED,HND,YES
13742,25000,CERT,1,1663063979,successful,C9HFBS1KA,2021/2022,nil,PRINTED,ND,NIL
13743,25000,CERT,1,1663064743,successful,2VMJRE7B8,2021/2022,nil,PRINTED,HND,YES
13744,25000,CERT,1,1663065440,successful,CB1AGNDS6,2021/2022,nil,PRINTED,ND,YES
13745,10000,TRANS,1,1663065577,successful,9D0PNR8VS,2021/2022,nil,UNPRINTED,ND,NIL
13746,10000,TRANS,1,1663066009,successful,AGV8QWHJD,2021/2022,nil,PRINTED,HND,NIL
13748,10000,TRANS,1,1663066402,successful,W0J5AKFV6,2021/2022,nil,UNPRINTED,ND,NIL
13749,25000,CERT,1,1663067188,successful,4W06RS1EN,2021/2022,nil,PRINTED,ND,NIL
13750,10000,TRANS,1,1663067240,failed,M4H09FUBN,2021/2022,nil,UNPRINTED,HND,NIL
13757,10000,TRANS,1,1663068534,successful,01568HJWV,2021/2022,nil,UNPRINTED,HND,NIL
13751,25000,CERT,1,1663067675,successful,M4H09FUBN,2021/2022,nil,UNPRINTED,HND,NIL
13752,25000,CERT,1,1663067697,successful,M4H09FUBN,2021/2022,nil,UNPRINTED,HND,NIL
13753,25000,CERT,1,1663067756,successful,0D4CW8NRV,2021/2022,nil,UNPRINTED,HND,NIL
13754,25000,CERT,1,1663067912,successful,1V0QTEWH6,2021/2022,nil,PRINTED,ND,NIL
13755,10000,TRANS,1,1663067918,failed,07AESKR8F,2021/2022,nil,UNPRINTED,HND,NIL
13756,10000,TRANS,1,1663068037,failed,0PEUVN475,2021/2022,nil,UNPRINTED,HND,NIL
13758,25000,CERT,1,1663068540,successful,C6QRN957G,2021/2022,nil,PRINTED,HND,NIL
13759,25000,CERT,1,1663068950,successful,JE1PDSKHF,2021/2022,nil,PRINTED,ND,NIL
13760,25000,CERT,1,1663069071,successful,HWA90QK0G,2021/2022,nil,PRINTED,ND,YES
13761,25000,CERT,1,1663069732,successful,JRUDGCFB1,2021/2022,nil,PRINTED,ND,YES
13762,25000,CERT,1,1663072786,successful,0WUTE7MNK,2021/2022,nil,PRINTED,ND,NIL
13763,25000,CERT,1,1663142581,successful,VEU7W80FH,2021/2022,nil,PRINTED,ND,NIL
13764,25000,CERT,1,1663074859,successful,DBR4KGH7E,2021/2022,nil,PRINTED,HND,NIL
13766,25000,CERT,1,1663085633,successful,WQ87SEU1G,2021/2022,nil,PRINTED,HND,NIL
13765,25000,CERT,1,1663076547,successful,2F40K95QH,2021/2022,nil,PRINTED,HND,NIL
13767,25000,CERT,1,1663088594,successful,N0PAVR0J9,2021/2022,nil,PRINTED,ND,NIL
13768,25000,CERT,1,1663089667,successful,KUWDHAG5J,2021/2022,nil,PRINTED,ND,NIL
13769,25000,CERT,1,1663140377,successful,8DNGUTK0B,2021/2022,nil,PRINTED,ND,NIL
13771,25000,CERT,1,1664459370,successful,4UEGK5DW0,2021/2022,nil,PRINTED,HND,YES
13770,25000,CERT,1,1663150635,successful,RFV8PD4AS,2021/2022,nil,PRINTED,ND,NIL
13772,25000,CERT,1,1663141691,successful,EDM20CN9J,2021/2022,nil,PRINTED,HND,NIL
13773,10000,TRANS,1,1663141707,successful,BAT19DF75,2021/2022,nil,UNPRINTED,ND,NIL
13775,25000,CERT,1,1663144207,successful,9TQPWVMA0,2021/2022,nil,PRINTED,ND,YES
13774,10000,TRANS,1,1663142221,successful,7N9SBD125,2021/2022,nil,UNPRINTED,HND,NIL
13776,25000,CERT,1,1663144423,successful,8C0SN5W6T,2021/2022,nil,PRINTED,HND,NIL
13780,10000,TRANS,1,1663146508,successful,4SGH70AUC,2021/2022,nil,PRINTED,HND,NIL
13777,25000,CERT,1,1663145112,successful,0WDE6VCK5,2021/2022,nil,PRINTED,HND,NIL
13778,25000,CERT,1,1663145808,successful,A09WJFKTC,2021/2022,nil,PRINTED,HND,NIL
13779,10000,TRANS,1,1663146141,successful,PFMGNSJE6,2021/2022,nil,PRINTED,ND,NIL
13781,25000,CERT,1,1663148544,successful,TM4W51FA0,2021/2022,nil,PRINTED,ND,YES
13782,25000,CERT,1,1663148629,successful,JG4HMN1TD,2021/2022,nil,PRINTED,ND,NIL
13783,25000,CERT,1,1663148704,successful,7BHN0DQC2,2021/2022,nil,PRINTED,HND,NIL
13784,25000,CERT,1,1663153994,successful,AE7NT0U6B,2021/2022,nil,PRINTED,HND,YES
13785,25000,CERT,1,1663149970,successful,URAGH8B5K,2021/2022,nil,PRINTED,ND,YES
13787,25000,CERT,1,1663151350,successful,GVF5J1PQ0,2021/2022,nil,PRINTED,ND,YES
13786,25000,CERT,1,1663150390,successful,RVC14EUW6,2021/2022,nil,PRINTED,ND,NIL
13788,25000,CERT,1,1663151687,successful,0QGB09F5D,2021/2022,nil,PRINTED,ND,NIL
13791,25000,CERT,1,1663152107,successful,5SNAFVRHK,2021/2022,nil,PRINTED,HND,NIL
13789,25000,CERT,1,1663151899,successful,GB2Q5A4VF,2021/2022,nil,PRINTED,ND,YES
13790,25000,CERT,1,1663151941,successful,T97AE8QPK,2021/2022,nil,PRINTED,ND,NIL
13792,10000,TRANS,1,1663152662,successful,A8V5PT9S6,2021/2022,nil,PRINTED,ND,NIL
13793,10000,TRANS,1,1663152779,successful,RP05EG8N2,2021/2022,nil,PRINTED,ND,NIL
13794,25000,CERT,1,1663152824,successful,PQGH2WJ4F,2021/2022,nil,PRINTED,ND,YES
13795,25000,CERT,1,1663153025,successful,7M9VEDNGR,2021/2022,nil,PRINTED,ND,NIL
13797,25000,CERT,1,1663153452,successful,28UB04GA6,2021/2022,nil,PRINTED,ND,NIL
13796,25000,CERT,1,1663153886,successful,P1V7S5HQE,2021/2022,nil,PRINTED,ND,YES
13798,25000,CERT,1,1663155595,successful,TWK2ARUQC,2021/2022,nil,PRINTED,ND,NIL
13799,25000,CERT,1,1663156226,successful,28JNGQC0F,2021/2022,nil,PRINTED,ND,NIL
13800,25000,CERT,1,1663158948,successful,WKJVR0SQM,2021/2022,nil,PRINTED,HND,YES
13801,10000,TRANS,1,1663159353,successful,0CMVQR815,2021/2022,nil,PRINTED,HND,YES
13802,25000,CERT,1,1663160908,successful,RACHN06VE,2021/2022,nil,PRINTED,ND,YES
13803,25000,CERT,1,1663161158,successful,JWP0GS1B7,2021/2022,nil,PRINTED,ND,NIL
13804,10000,TRANS,1,1663161371,successful,2FSWCHNGQ,2021/2022,nil,PRINTED,HND,NIL
13806,25000,CERT,1,1663162864,successful,6GSRE5CDU,2021/2022,nil,PRINTED,ND,YES
13805,25000,CERT,1,1663161553,successful,DUG520APQ,2021/2022,nil,PRINTED,HND,NIL
13807,10000,TRANS,1,1663164704,successful,KUNR5QF60,2021/2022,nil,PRINTED,ND,YES
13808,25000,CERT,1,1663165940,successful,7T6RH09G5,2021/2022,nil,UNPRINTED,ND,NIL
13809,10000,TRANS,1,1663166215,successful,2TSW07AE0,2021/2022,nil,UNPRINTED,ND,NIL
13810,10000,TRANS,3,1663167095,failed,89T6EFJKH,2021/2022,nil,UNPRINTED,HND,NIL
13811,25000,CERT,1,1663182447,successful,M0HS1P4F0,2021/2022,nil,PRINTED,ND,YES
13812,25000,CERT,1,1663186651,successful,UT2A8BPDQ,2021/2022,nil,PRINTED,HND,NIL
13813,25000,CERT,1,1663225744,successful,HFAUD8WJG,2021/2022,nil,PRINTED,HND,NIL
